"","County","TotPrecincts","PrecinctsReporting","Bush","Kerry","Nader","votes","p"
"4289","Marlboro",1,1,89,452,17,558,0.000192084095656331
"4290","Marshfield",1,1,344,526,18,888,0.000305682216743408
"4291","Mendon",1,1,300,337,5,642,0.00022099998102395
"4292","Middlebury",1,1,933,2390,37,3360,0.00115663541470479
"4293","Middlesex",1,1,323,701,22,1046,0.000360071620172978
"4294","Middletown Springs",1,1,207,262,5,474,0.000163168210288711
"4295","Milton",1,1,2253,2130,59,4442,0.00152909955717817
"4296","Monkton",1,1,378,696,14,1088,0.000374529562856788
"4297","Montgomery",1,1,224,390,18,632,0.000217557613718281
"4298","Montpelier",1,1,1048,3536,87,4671,0.00160792976847799
"4299","Moretown",1,1,341,608,19,968,0.00033322115518876
"4300","Morgan",1,1,199,159,2,360,0.000123925223004084
"4301","Morristown",1,1,878,1545,29,2452,0.00084406846335004
"4302","Mount Holly",1,1,334,387,11,732,0.000251981286774971
"4303","Mount Tabor",1,1,60,49,1,110,3.78660403623591e-05
"4304","New Haven",1,1,404,567,9,980,0.000337351995955563
"4305","Newark",1,1,108,143,10,261,8.98457866779611e-05
"4306","Newbury",1,1,507,583,9,1099,0.000378316166893024
"4307","Newfane",1,1,304,713,1,1018,0.000350432991717105
"4308","Newport",1,1,835,887,17,1739,0.00059862767445584
"4309","Newport Town",1,1,392,381,14,787,0.000270914306956151
"4310","North Hero",1,1,279,283,9,571,0.0001965591731537
"4311","Northfield",1,1,1050,1228,40,2318,0.000797940741454076
"4312","Norton",1,1,62,27,1,90,3.09813057510211e-05
"4313","Norwich",1,1,374,1893,21,2288,0.000787613639537069
"4314","Orange",1,1,290,190,6,486,0.000167299051055514
"4315","Orwell",1,1,321,307,4,632,0.000217557613718281
"4316","Panton",1,1,181,175,4,360,0.000123925223004084
"4317","Pawlet",1,1,356,385,8,749,0.000257833311194609
"4318","Peacham",1,1,151,298,13,462,0.000159037369521908
"4319","Peru",1,1,67,143,2,212,7.29781868801829e-05
"4320","Pittsfield",1,1,130,135,4,269,9.25996805224963e-05
"4321","Pittsford",1,1,740,720,7,1467,0.000504995283741643
"4322","Plainfield",1,1,215,506,29,750,0.000258177547925176
"4323","Plymouth",1,1,138,191,4,333,0.000114630831278778
"4324","Pomfret",1,1,216,401,3,620,0.000213426772951478
"4325","Poultney",1,1,675,840,21,1536,0.000528747618150759
"4326","Pownal",1,1,768,1013,31,1812,0.000623756955787224
"4327","Proctor",1,1,398,501,12,911,0.000313599661546446
"4328","Putney",1,1,248,1066,21,1335,0.000459556035306812
"4329","Randolph",1,1,910,1345,38,2293,0.000789334823189903
"4330","Reading",1,1,145,263,7,415,0.000142858243185264
"4331","Readsboro",1,1,169,234,7,410,0.000141137059532429
"4332","Richford",1,1,377,524,11,912,0.000313943898277013
"4333","Richmond",1,1,848,1532,25,2405,0.000827889337013396
"4334","Ripton",1,1,87,237,5,329,0.00011325388435651
"4335","Rochester",1,1,215,436,41,692,0.000238211817552295
"4336","Rockingham",1,1,743,1656,35,2434,0.000837872202199836
"4337","Roxbury",1,1,123,235,15,373,0.000128400300501454
"4338","Royalton",1,1,585,847,20,1452,0.00049983173278314
"4339","Rupert",1,1,224,217,5,446,0.000153529581832838
"4340","Rutland",4,4,3293,4142,63,7498,0.00258108700579062
"4341","Rutland Town",1,1,1308,1104,30,2442,0.000840626096044371
"4342","Ryegate",1,1,277,266,7,550,0.000189330201811795
"4343","Salisbury",1,1,238,236,5,479,0.000164889393941545
"4344","Sandgate",1,1,97,114,2,213,7.33224236107498e-05
"4345","Searsburg",1,1,22,30,1,53,1.82445467200457e-05
"4346","Shaftsbury",1,1,902,1265,33,2200,0.000757320807247181
"4347","Sharon",1,1,287,414,15,716,0.000246473499085901
"4348","Sheffield",1,1,131,139,6,276,9.50093376364646e-05
"4349","Shelburne",1,1,1493,2800,57,4350,0.00149742977796602
"4350","Sheldon",1,1,343,374,15,732,0.000251981286774971
"4351","Shoreham",1,1,256,366,7,629,0.000216524903526581
"4352","Shrewsbury",1,1,308,399,7,714,0.000245785025624767
"4353","South Burlington",1,1,3228,5601,99,8928,0.00307334553050129
"4354","South Hero",1,1,393,684,10,1087,0.000374185326126221
"4355","Springfield",1,1,1800,2538,64,4402,0.0015153300879555
"4356","St Albans",1,1,1045,1602,34,2681,0.000922898674649861
"4357","St Albans Town",1,1,1209,1328,20,2557,0.000880213320059565
"4358","St George",1,1,145,176,3,324,0.000111532700703676
"4359","St Johnsbury",1,1,1488,1577,31,3096,0.00106575691783512
"4360","Stamford",1,1,204,256,4,464,0.000159725842983042
"4361","Stannard",1,1,43,74,1,118,4.06199342068943e-05
"4362","Starksboro",1,1,315,547,13,875,0.000301207139246038
"4363","Stockbridge",1,1,141,218,6,365,0.000125646406656919
"4364","Stowe",1,1,939,1792,44,2775,0.000955256927323149
"4365","Strafford",1,1,159,526,10,695,0.000239244527743996
"4366","Stratton",1,1,63,67,2,132,4.54392484348309e-05
"4367","Sudbury",1,1,123,184,8,315,0.000108434570128574
"4368","Sunderland",1,1,210,271,9,490,0.000168675997977781
"4369","Sutton",1,1,230,189,10,429,0.0001476775574132
"4370","Swanton",1,1,1183,1302,16,2501,0.000860936063147819
"4371","Thetford",1,1,441,1125,17,1583,0.000544926744487404
"4372","Tinmouth",1,1,139,158,4,301,0.000103615255900637
"4373","Topsham",1,1,311,228,9,548,0.000188641728350662
"4374","Townshend",1,1,243,404,8,655,0.00022547505852132
"4375","Troy",1,1,298,344,2,644,0.000221688454485084
"4376","Tunbridge",1,1,297,379,11,687,0.000236490633899461
"4377","Underhill",1,1,646,1243,29,1918,0.000660246049227315
"4378","Vergennes",1,1,511,664,18,1193,0.000410674419566312
"4379","Vernon",1,1,601,510,11,1122,0.000386233611696063
"4380","Vershire",1,1,138,211,5,354,0.000121859802620683
"4381","Victory",1,1,34,24,0,58,1.99657303728802e-05
"4382","Waitsfield",1,1,338,769,18,1125,0.000387266321887763
"4383","Walden",1,1,201,296,6,503,0.000173151075475151
"4384","Wallingford",1,1,558,637,14,1209,0.000416182207255383
"4385","Waltham",1,1,95,119,8,222,7.64205541858519e-05
"4386","Wardsboro",1,1,169,230,5,404,0.000139071639149028
"4387","Warren",1,1,285,774,22,1081,0.00037211990574282
"4388","Washington",1,1,257,256,8,521,0.000179347336625355
"4389","Waterbury",1,1,972,1830,58,2860,0.000984517049421336
"4390","Waterford",1,1,389,291,13,693,0.000238556054282862
"4391","Waterville",1,1,130,203,2,335,0.000115319304739912
"4392","Weathersfield",1,1,691,829,28,1548,0.000532878458917562
"4393","Wells",1,1,295,229,11,535,0.000184166650853292
"4394","West Fairlee",1,1,152,164,5,321,0.000110499990511975
"4395","West Haven",1,1,65,58,4,127,4.37180647819964e-05
"4396","West Rutland",1,1,582,530,13,1125,0.000387266321887763
"4397","West Windsor",1,1,243,391,6,640,0.000220311507562816
"4398","Westfield",1,1,127,155,5,287,9.87959416727005e-05
"4399","Westford",1,1,375,690,16,1081,0.00037211990574282
"4400","Westminster",1,1,435,1203,23,1661,0.000571777209471622
"4401","Westmore",1,1,94,119,2,215,7.40108970718836e-05
"4402","Weston",1,1,128,250,7,385,0.000132531141268257
"4403","Weybridge",1,1,167,362,6,535,0.000184166650853292
"4404","Wheelock",1,1,148,151,5,304,0.000104647966092338
"4405","Whiting",1,1,79,126,2,207,7.12570032273484e-05
"4406","Whitingham",1,1,289,332,6,627,0.000215836430065447
"4407","Williamstown",1,1,865,689,24,1578,0.000543205560834569
"4408","Williston",1,1,1931,2938,60,4929,0.00169674284496425
"4409","Wilmington",1,1,479,696,23,1198,0.000412395603219147
"4410","Windham",1,1,89,134,3,226,7.77975011081195e-05
"4411","Windsor",1,1,617,1091,11,1719,0.000591742939844502
"4412","Winhall",1,1,212,273,7,492,0.000169364471438915
"4413","Winooski",1,1,781,1685,42,2508,0.000863345720261787
"4414","Wolcott",1,1,241,473,11,725,0.000249571629661003
"4415","Woodbury",1,1,204,277,7,488,0.000167987524516648
"4416","Woodford",1,1,81,123,4,208,7.16012399579153e-05
"4417","Woodstock",1,1,708,1260,20,1988,0.000684342620366999
"4418","Worcester",1,1,158,359,17,534,0.000183822414122725
"4419","Adams",31,31,3617,1257,36,4910,0.00169020234708348
"4420","Asotin",26,26,5111,3207,73,8391,0.00288849040618686
"4421","Benton",178,178,37299,18175,308,55782,0.0192022133044829
"4422","Chelan",80,80,12268,7025,141,19434,0.00668989662183715
"4423","Clallam",93,93,16050,14639,348,31037,0.0106840754066049
"4424","Clark",180,180,83300,74658,1061,159019,0.054740180658018
"4425","Columbia",13,13,1364,565,15,1944,0.000669196204222055
"4426","Cowlitz",92,92,17470,18856,288,36614,0.0126038836529765
"4427","Douglas",45,45,8194,3947,83,12224,0.00420794979444979
"4428","Ferry",36,36,1969,1156,57,3182,0.00109536127666388
"4429","Franklin",75,75,9220,4500,80,13800,0.00475046688182323
"4430","Garfield",12,12,874,340,10,1224,0.000421345758213886
"4431","Grant",65,65,17539,7662,189,25390,0.00874017058909361
"4432","Grays Harbor",55,55,14029,15707,290,30026,0.0103360520720018
"4433","Island",65,65,15858,14667,224,30749,0.0105849352282016
"4434","Jefferson",50,50,6055,10427,160,16642,0.00572878767009436
"4435","King",2616,2616,264757,498782,5374,768913,0.264688097210387
"4436","Kitsap",185,185,48995,53548,950,103493,0.0356260919565603
"4437","Kittitas",58,58,7857,5768,145,13770,0.00474013977990622
"4438","Klickitat",29,29,4806,3834,79,8719,0.00300140005381281
"4439","Lewis",79,79,18298,9453,290,28041,0.00965274216182646
"4440","Lincoln",46,46,3989,1697,48,5734,0.00197385341307061
"4441","Mason",57,57,10484,11331,245,22060,0.00759386227630583
"4442","Okanogan",222,222,8336,5511,134,13981,0.00481277373005584
"4443","Pacific",37,37,4614,5538,117,10269,0.0035349669861915
"4444","Pend Oreille",27,27,3671,2292,83,6046,0.00208125527300748
"4445","Pierce",374,374,131548,138119,2026,271693,0.0935267100379129
"4446","San Juan",17,17,2904,5784,88,8776,0.00302102154745512
"4447","Skagit",116,116,16269,15739,297,32305,0.0111205675809637
"4448","Skamania",25,25,2678,2361,40,5079,0.00174837835454929
"4449","Snohomish",698,698,125380,145434,2052,272866,0.0939304997228679
"4450","Spokane",286,286,88448,70105,1360,159913,0.0550479282951448
"4451","Stevens",55,55,10789,5763,175,16727,0.00575804779219255
"4452","Thurston",281,281,44190,57551,1081,102822,0.0353951091103499
"4453","Wahkiakum",11,11,1165,1018,22,2205,0.000759041990900016
"4454","Walla Walla",59,59,10972,6327,134,17433,0.00600107892397278
"4455","Whatcom",119,119,29982,35787,654,66423,0.0228652363544452
"4456","Whitman",56,56,7158,5860,114,13132,0.00452051674580454
"4457","Yakima",137,137,33030,21478,317,54825,0.0188727787533303
"4458","Adams",20,20,4890,5447,77,10414,0.0035848813121237
"4459","Ashland",26,26,3313,5705,55,9073,0.00312325985643349
"4460","Barron",36,36,12030,11696,126,23852,0.00821073449748171
"4461","Bayfield",29,29,3753,5845,70,9668,0.0033280807111208
"4462","Brown",91,91,67113,54889,666,122668,0.0422268312651806
"4463","Buffalo",23,23,3502,3998,62,7562,0.0026031181565469
"4464","Burnett",24,24,4743,4499,41,9283,0.00319554956985254
"4465","Calumet",34,34,14719,10289,161,25169,0.00866409427163832
"4466","Chippewa",38,38,15450,14751,198,30399,0.0104644523725032
"4467","Clark",63,63,7965,6964,130,15059,0.00518386092560696
"4468","Columbia",43,43,14956,14300,158,29414,0.0101253791928948
"4469","Crawford",27,27,3680,4656,49,8385,0.00288642498580346
"4470","Dane",214,214,90356,181032,1461,272849,0.0939246476984483
"4471","Dodge",52,52,27200,16689,283,44172,0.0152056248626011
"4472","Door",30,30,8910,8367,118,17395,0.00598799792821124
"4473","Douglas",31,31,8448,16534,125,25107,0.00864275159434317
"4474","Dunn",35,35,10878,12039,151,23068,0.00794085290071726
"4475","Eau Claire",57,57,24644,30049,371,55064,0.0189550513319358
"4476","Florence",8,8,1703,993,18,2714,0.000934258486758568
"4477","Fond du Lac",53,53,33291,19214,297,52802,0.0181763878473935
"4478","Forest",18,18,2608,2509,27,5144,0.00177075374203614
"4479","Grant",55,55,12113,12865,113,25091,0.0086372438066541
"4480","Green",39,39,8497,9575,101,18173,0.00625581410459229
"4481","Green Lake",16,16,6472,3605,55,10132,0.00348780655410384
"4482","Iowa",35,35,5348,7122,43,12513,0.00430743420958363
"4483","Iron",19,19,1884,1956,25,3865,0.00133047496364107
"4484","Jackson",27,27,4387,5249,47,9683,0.0033332442620793
"4485","Jefferson",44,44,23775,17926,240,41941,0.0144376327167064
"4486","Juneau",29,29,6478,5734,73,12285,0.00422894823501437
"4487","Kenosha",69,69,35583,40102,354,76039,0.0261754167555766
"4488","Kewaunee",14,14,5947,5166,78,11191,0.00385235325177419
"4489","La Crosse",42,42,28286,33157,348,61791,0.0212707318184594
"4490","Lafayette",28,28,3926,4415,37,8378,0.00288401532868949
"4491","Langlade",27,27,6235,4751,64,11050,0.00380381587276425
"4492","Lincoln",25,25,8032,7482,112,15626,0.00537904315183839
"4493","Manitowoc",42,42,23025,20655,300,43980,0.0151395314103323
"4494","Marathon",121,121,36394,30897,505,67796,0.0233378733855136
"4495","Marinette",35,35,11870,10204,125,22199,0.00764171118185463
"4496","Marquette",19,19,4604,3785,36,8425,0.00290019445502614
"4497","Menominee",2,2,288,1412,6,1706,0.000587267862347133
"4498","Milwaukee",462,462,180041,297260,2227,479528,0.165071150935285
"4499","Monroe",36,36,10280,8982,114,19376,0.00666993089146427
"4500","Oconto",30,30,11043,8533,126,19702,0.00678215206562908
"4501","Oneida",29,29,11349,10468,135,21952,0.0075566847094046
"4502","Outagamie",90,90,48809,40369,507,89685,0.0308728711808925
"4503","Ozaukee",49,49,34901,17708,245,52854,0.018194288157383
"4504","Pepin",11,11,1853,2184,19,4056,0.00139622417917935
"4505","Pierce",28,28,10437,11177,148,21762,0.00749127973059689
"4506","Polk",38,38,11895,11178,132,23205,0.00798801333280493
"4507","Portage",40,40,16546,21861,299,38706,0.0133240268933225
"4508","Price",44,44,4311,4349,55,8715,0.00300002310689054
"4509","Racine",68,68,52449,48226,459,101134,0.0348140375091529
"4510","Richland",33,33,4841,4505,37,9383,0.00322997324290923
"4511","Rock",83,83,33055,46598,409,80062,0.0275602811226472
"4512","Rusk",33,33,3985,3820,71,7876,0.00271120848994491
"4513","Sauk",55,55,14415,15708,182,30305,0.0104320941198299
"4514","Sawyer",24,24,4950,4410,62,9422,0.00324339847540134
"4515","Shawano",43,43,12149,8656,130,20935,0.00720659595441807
"4516","Sheboygan",58,58,34456,27606,323,62385,0.0214752084364161
"4517","St Croix",37,37,22679,18784,200,41663,0.0143419349056088
"4518","Taylor",30,30,5535,3783,87,9405,0.0032375464509817
"4519","Trempealeau",26,26,5883,8077,71,14031,0.00482998556658418
"4520","Vernon",33,33,6773,7924,87,14784,0.00508919582470106
"4521","Vilas",15,15,8153,5713,74,13940,0.0047986600241026
"4522","Walworth",38,38,28752,19175,278,48205,0.0165939315969774
"4523","Washburn",30,30,4766,4705,59,9530,0.00328057604230256
"4524","Washington",46,46,50640,21235,341,72216,0.0248593997346193
"4525","Waukesha",205,205,154910,73618,966,229494,0.0790002642447203
"4526","Waupaca",38,38,15952,10794,162,26908,0.00926272194609416
"4527","Waushara",26,26,6888,5119,66,12073,0.00415597004813419
"4528","Winnebago",77,77,46538,40937,611,88086,0.030322436648716
"4529","Wood",45,45,20592,18950,336,39878,0.0137274723415469
"4530","Barbour",23,23,3975,2636,29,6640,0.00228573189096422
"4531","Berkeley",59,59,20724,11888,153,32765,0.0112789164770245
"4532","Boone",37,37,4163,5890,50,10103,0.0034778236889174
"4533","Braxton",22,22,2964,3014,21,5999,0.00206507614667084
"4534","Brooke",27,27,5147,5460,73,10680,0.0036764482824545
"4535","Cabell",68,68,20777,16328,225,37330,0.0128503571520624
"4536","Calhoun",10,10,1569,1253,25,2847,0.000980041971923966
"4537","Clay",13,13,2183,1824,34,4041,0.00139106062822085
"4538","Doddridge",13,13,2340,792,21,3153,0.00108537841147744
"4539","Fayette",39,39,7767,8860,89,16716,0.00575426118815631
"4540","Gilmer",12,12,1660,1153,21,2834,0.000975566894426596
"4541","Grant",15,15,4005,944,17,4966,0.00170947960399523
"4542","Greenbrier",36,36,8278,6039,78,14395,0.00495528773651053
"4543","Hampshire",23,23,5465,2444,37,7946,0.00273530506108459
"4544","Hancock",28,28,7224,6829,90,14143,0.00486854008040768
"4545","Hardy",14,14,3600,1606,14,5220,0.00179691573355922
"4546","Harrison",93,93,16913,13102,177,30192,0.0103931953692759
"4547","Jackson",38,38,7604,5332,61,12997,0.00447404478717801
"4548","Jefferson",29,29,10442,9202,89,19733,0.00679282340427665
"4549","Kanawha",183,183,43777,42321,348,86446,0.0297578884105863
"4550","Lewis",24,24,3500,1863,50,5413,0.00186335342255863
"4551","Lincoln",35,35,4076,4033,45,8154,0.00280690630104251
"4552","Logan",52,52,6513,7760,45,14318,0.00492878150825688
"4553","Marion",75,75,12717,12082,186,24985,0.00860075471321401
"4554","Marshall",45,45,8443,6379,102,14924,0.00513738896698043
"4555","Mason",38,38,6451,5374,62,11887,0.00409194201624875
"4556","McDowell",42,42,2729,4464,26,7219,0.00248504495796246
"4557","Mercer",61,61,12914,9052,107,22073,0.0075983373538032
"4558","Mineral",35,35,7640,3444,69,11153,0.00383927225601264
"4559","Mingo",39,39,4544,5912,45,10501,0.00361482990768302
"4560","Monongalia",92,92,17459,16136,203,33798,0.0116345130197001
"4561","Monroe",17,17,3596,2321,44,5961,0.0020519951509093
"4562","Morgan",13,13,4474,2260,51,6785,0.00233564621689642
"4563","Nicholas",29,29,5389,4718,61,10168,0.00350019907640425
"4564","Ohio",38,38,11539,8406,122,20067,0.006907798472286
"4565","Pendleton",13,13,2120,1367,11,3498,0.00120414008352302
"4566","Pleasants",11,11,2023,1333,11,3367,0.00115904507181875
"4567","Pocahontas",15,15,2282,1565,35,3882,0.00133632698806071
"4568","Preston",35,35,7813,3944,87,11844,0.00407713983683437
"4569","Putnam",48,48,15587,9223,100,24910,0.00857493695842149
"4570","Raleigh",63,63,18338,11723,149,30210,0.0103993916304261
"4571","Randolph",37,37,6495,4880,61,11436,0.00393669125076308
"4572","Ritchie",15,15,3060,1060,29,4149,0.00142823819512207
"4573","Roane",20,20,3424,2599,39,6062,0.00208676306069655
"4574","Summers",15,15,2963,2489,33,5485,0.00188813846715945
"4575","Taylor",18,18,3839,2590,25,6454,0.00222170385907878
"4576","Tucker",11,11,2151,1382,13,3546,0.00122066344659023
"4577","Tyler",12,12,2770,1386,36,4192,0.00144304037453645
"4578","Upshur",29,29,6134,2998,51,9183,0.00316112589679585
"4579","Wayne",37,37,9998,8363,100,18461,0.00635495428299555
"4580","Webster",14,14,1706,1943,20,3669,0.00126300456444996
"4581","Wetzel",22,22,3609,3293,44,6946,0.00239106833051769
"4582","Wirt",9,9,1712,892,19,2623,0.00090293294427698
"4583","Wood",85,85,24636,13824,187,38647,0.013303716926219
"4584","Wyoming",39,39,4930,3666,31,8627,0.00296973027460065
"4585","Albany",22,22,8879,7032,296,16207,0.00557904469229776
"4586","Big Horn",13,13,4232,960,46,5238,0.00180311199470943
"4587","Campbell",35,35,12407,2464,125,14996,0.00516217401158124
"4588","Carbon",19,19,4758,2157,89,7004,0.00241103406089057
"4589","Converse",19,19,4446,1183,60,5689,0.0019583627601951
"4590","Crook",17,17,2836,500,27,3363,0.00115766812489649
"4591","Fremont",32,32,11428,5337,179,16944,0.00583274716272556
"4592","Goshen",20,20,4114,1566,52,5732,0.00197316493960947
"4593","Hot Springs",4,4,1811,623,18,2452,0.00084406846335004
"4594","Johnson",17,17,3231,736,38,4005,0.00137866810592044
"4595","Laramie",58,58,25947,13170,421,39538,0.0136104318531541
"4596","Lincoln",18,18,6424,1363,67,7854,0.00270363528187244
"4597","Natrona",46,46,21503,9852,330,31685,0.0109071408080122
"4598","Niobrara",6,6,1064,230,9,1303,0.000448540459928672
"4599","Park",29,29,10660,2939,162,13761,0.00473704164933112
"4600","Platte",13,13,3127,1318,52,4497,0.00154803257735935
"4601","Sheridan",29,29,9635,4041,154,13830,0.00476079398374024
"4602","Sublette",9,9,2846,730,46,3622,0.00124682543811331
"4603","Sweetwater",36,36,10638,5201,229,16068,0.00553119578674896
"4604","Teton",16,16,5124,5971,167,11262,0.00387679405964444
"4605","Uinta",11,11,6080,1812,96,7988,0.0027497630037684
"4606","Washakie",5,5,3200,855,33,4088,0.00140723975455749
